,Title,Date,Number of Comments,Number of Views
2605,"   תנאי הסף למכרז מפקד גלי צה''ל, שונו מדרישה לתואר ישראלי, לתואר מחו''ל . והשערה מדוע.","רנדומלי
06/02/2022",101,22577
2606,   הלחץ עולה: יו''ר מועצת ישע במכתב חריף לראשי האופוזיציה,"אור נבון
06/02/2022",145,24378
2607,   לוחם צה''ל נפצע אמש באורח קשה כתוצאה מהכשת נחש,"החדשות החמות
06/02/2022",37,18525
2608,"   מסתמן: המשטרה תזמן את חברי הכנסת טיבי, עודה וכסיף מהרשימה המשותפת לחקירה באזהרה","נורליק
06/02/2022",23,10967
2609,   איתמר בן גביר ואחמד טיבי התעמתו במליאה - 6 סדרנים נאלצו להפריד ביניהם,"Dor
06/02/2022",136,32408
2610,   משטרת ישראל חשפה מעבדת סמים ברחוב גדעון בן יואש באשקלון,"פרש טורקי
06/02/2022",3,2036
2611,"   השר הורוביץ יציג בקרוב שורה של תקנות שיקלו על נשים לבצע הפלות; הפסקת היריון גם בקופות, השאלות הפולשניות יוסרו","Lanki
06/02/2022",103,12504
2612,"   בתום הדיון בבג''ץ, השופטים קבעו כי המדינה נדרשת למסור עדכון נוסף בדבר פינוי חומש עד 10.8","טנגרם
06/02/2022",8,1609
2613,   גרמניה בחרה במסוק התובלה צ׳ינוק תוצרת בואינג,"Brain Damage
06/02/2022",14,7039
2614,   חוף זיקים נסגר לרחצה עקב זיהום,"פרש טורקי
06/02/2022",8,2855
2615,   ''האווירה היא להיות יפות ומסודרות'': הדרישה הסקסיסטית של חיל האוויר מהמדריכות,"kipa_co_il
06/02/2022",36,18185
2616,   משרד הבריאות: יש להרתיח את המים לפני שימוש עקב חריגות באיכות המים בישוב קשת שבגולן.,"Braveheart
06/02/2022",2,696
2617,   דרעי על הלחץ שהפעיל יועצו על המשטרה לפני אסון מירון: ''נתניהו רצה להוציא הודעה שתרגיע את החרדים'',"the hawk
06/02/2022",21,6820
2618,   מקומו נסגר ורישיונו הותלה: רופא מיילד תושב חבצלת השרון הונה נשים מטופלות.,"Braveheart
06/02/2022",4,5288
2619,"   דירקטוריון דואר ישראל אישר תוכנית ההבראה. יפוטרו 1,050 עובדים השנה, המדינה תזרים חצי מיליארד שקל להבראת החברה","Goldfinger
06/02/2022",13,5865
2620,   הממשלה תעלה את חוק יהודה ושומרון להצבעה ביום שני.,"Braveheart
06/02/2022",34,9433
2621,"   ראש הממשלה בנט: רפורמת התחרות בייבוא -בשעה טובה פתחנו תחרות בייבוא בשורה ארוכה של מוצרים, מה שיוריד את מחיריהם","Dor
06/02/2022",110,20224
2622,   סגן השר כהנא בוחן שינוי מבני במנגנוני שירותי הדת בישראל,"עולם קטן
06/02/2022",13,5183
2623,   נעדר אופק סעדון נראה לפני כ 4 ימים באיזור דלית אל כרמל.,"salo
06/02/2022",16,11294
2624,"   זלנסקי: המצב קשה מאוד, בכל יום אוקראינה מאבדת 60-100 חיילים שמתים בקרב ועוד כ-500 פצועים","זבנג וגמרנו
06/02/2022",137,22344
2625,   משרד ההגנה האמריקני שוקל להוריד את דרג התיאום הביטחוני עם הפלסטינים,"Howlowcanugo
06/02/2022",4,3828
2626,"   פחות מ24 שעות אחרי שהציבו את האנדרטה לזכרו של יהודה דימנטמן הי''ד בחומש, היא הוחרמה עי המנהל האזרחי.","אוהבחדשות
06/02/2022",10,2072
2627,   בעניין חשש לניגוד עניינים במשרד הדתות יבחנו את מעמדו של הרב סתיו.,"Braveheart
06/02/2022",2,2145
2628,   הסדר טיעון עם נוני מוזס בתיק 2000 עוד לא ירד לגמרי מהפרק,"עבד לעם קדוש
06/02/2022",34,9833
2629,   יו''ש: צומת העוקפים בכביש 60 תאונת דרכים קשה,"גולני שלי
06/02/2022",2,1683
2630,   הרבנות הצבאית מצנזרת חיבורים הלכתיים שהיא עצמה כתבה,"פתשגן
06/02/2022",19,10142
2631,   תתרגלו: טורקיה משנה את השם. החליטה לשנות את שמה באנגלית והחל מהראשון בינואר תיקרא Turkiye.,"Braveheart
06/02/2022",35,18956
2632,"   דיווח: מתקפת סייבר נרחבת על כ-150 אתרים הקשורים לעיריית טהרן, ישנה גם השתלטות על מצלמות האבטחה ברחבי העיר","Lanki
06/02/2022",3,4067
2633,   משרד החינוך מתריע על סכנה לביטול משלחות הקיץ והסתיו לפולין בשל קשיים שמציב הצד הפולני לאבטחת המשלחות.,"דבש ועוקץ
06/02/2022",0,1322
2634,   הסדרי תנועה לקראת מצעד הגאווה והסובלנות 2022 בירושלים,"אני מאמין
06/02/2022",97,14708
2635,"   מיכל שיר לחברי הליכוד: ״שמחה שעזבתי אתכם, חבורת חלאות!״","Leibniz
06/02/2022",131,31238
2636,   40 מפגינים נעצרו לאחר שפלשו לרפתות בקיבוץ בית העמק וכבלו את עצמם בשלשלאות במקום,"גדותן
06/02/2022",29,11127
2637,   תושב הנגב נשך וקילל שוטרים - אך זוכה מחמת הספק: ''הם גרמו להסלמה'',"אריק לב הארי
06/02/2022",34,6953
2638,   ברשות הטבע והגנים מנסים להיגמל מכלים חד פעמיים באמצעות כוס אכילה,"יחיעם
06/02/2022",41,10676
2639,   אחרי 15 שנה: תושב הדרום גילה שבתו אינה שלו - וחויב לשלם דמי מזונות על סך 100 אלף שקלים לביטוח הלאומי,"Pierre
06/02/2022",42,22498
2640,   נתוני שב''א: הציבור הישראלי הסתער על תחנות הדלק בעקבות העליה החדה בתעריף,"טנגרם
06/02/2022",18,7426
2641,   אחד המשפטים המתוקשרים ביותר בארה''ב - חבר המושבעים הכריע: ג׳וני דפ זכה במשפט מול גרושתו אמבר הרד ויקבל ממנה 15 מיליון דולר,"Cat Catul
06/02/2022",100,26311
2642,   משאירים לתעשייה הישראלית אבק: מנכ''ל ביירקטאר הטורקית - הכטמ''מ הטורקי TB2 מבוקש בכל העולם,"Brain Damage
06/02/2022",34,20380
2643,   לברוב: מדינות המפרץ לא ישתתפו בסנקציות נגד רוסיה,"JCPA2017
06/02/2022",4,3390
2644,"   בנט: ברגע שמערכת הלייזר תושלם בכל שכבותיה, העלות השולית ליירוט רקטה תהיה 2$","Obi-Wan
06/02/2022",224,28226
2645,   מחקר חדש ב-BMJ: סקירה וסיכום של מחקרים שבדקו את יעילות חיסון הקוביד (2 מנות ו-3 מנות),"הכל_דבש
06/02/2022",60,17268
2646,   אתר משרד הבריאות בשפה הערבית לא שינה את הלוגו לצבעי הלהט''ב אלא רק בשפה העברית,"פתשגן
06/02/2022",19,2917
2647,   הקומנדו האמריקאי מתאמן בצניחה באזור הארקטי,"Brain Damage
06/02/2022",17,13752
2648,   סיוע באיתור נעדרת באיזור שדרות,"חנש 9
06/02/2022",6,6712
2649,   דיווח: צה''ל הרס את ביתו של המחבל מהפיגוע בבני ברק,"כותב מהשטח
06/02/2022",23,8929
2650,   באחד מיישובי עוטף עזה הציבו הבוקר חומות בטון נגד ירי צלפים או נ''ט,"doroneli
06/02/2022",15,7402
2651,   משרד הבריאות צבע את הסמל בדף הפייסבוק בעברית בצבעי דגל הגאווה | בדף בשפה הערבית נותר הסמל המקורי,"ישראל_ק
06/02/2022",82,16081
2652,   צפו: השוטר הערבי מוחמד עבאס שעצר את קצין המילואים באולגה מאיים שלא לפרסמו ברשתות החברתיות,"פתשגן
06/02/2022",115,35983
2653,   המשטרה ליועמ''שית: אשרי שימוש במצלמות מיוחדות לאתר חשודים במצעד הגאווה,"פורטרט
06/02/2022",32,5562
2654,   עיתון ישראל היום – 02.06.2022,"כהן22
06/02/2022",11,8565
2655,"   טראמפ מאיים בתביעה על ועדת פרס פוליצר, אם לא יבטלו את הפרסים שנתנו על סיקור פרשת Russiagate","פרה אדומה
06/02/2022",12,8854
2656,   שר החוץ הרוסי לברוב: משלוח רקטות מדויקות לאוקראינה מעלה את הסיכון להיגררות ''מדינה שלישית לעימות'',"מרסו
06/02/2022",39,9939
2657,   האיומים של פוטין מדגישים את הסכנות של עידן גרעיני חדש ומסוכן יותר ממה שאי פעם שהכרנו,"מרסו
06/02/2022",30,14623
2658,   תרגיל פיקוד העורף: אזעקות יישמעו הבוקר (ה') ביישובים רבים בגליל העליון,"אלעדי
06/02/2022",1,2734
2659,   הדרישות של זועבי ממשיכות להיחשף: דורשת מהקואליציה 120 מיליון ש''ח לשיפוצים בבתי ספר במגזר הערבי,"עולם קטן
06/02/2022",111,13208
2660,   סין אומרת שהיא ערכה ''סיור מוכנות'' ברחבי טייוואן,"מרסו
06/02/2022",29,15290
2661,   לפיד שיתף ציוץ: אם חוק יו''ש לא עובר - החרדים מעבר לקו הירוק ישלמו את המחיר ולא יקבלו קצבאות,"שוקית
06/02/2022",135,26644
2662,   גבר על כסא גלגלים בשנות ה-50 לחייו ניסה להצית עצמו הבוקר בכניסה לסניף ביטוח לאומי בעפולה - מצבו קל,"פיטנגו
06/02/2022",1,113
2663,   חתן בן 29 מהעיר טמרה נעצר בחשד שסיפק אקדח לחבריו כדי שירו באמצעותו במהלך טקס חתונתו,"גדותן
06/02/2022",6,2051
2664,"   איילון מאסק בציוץ פארודי על 'פסטיבל המדיה' הצפוי סביב נושא הלהט''ב בחודש יוני, חודש הגאווה","טוויטי
06/02/2022",45,20693
2665,"   ליצמן בריאיון ראשון אחרי שהתפטר מהכנסת: ''זאב אלקין הוא פשוט בן אדם רע. כל מה שהוא עשה לנו רע,","הסוחר מוונציה
06/02/2022",0,0
2666,   חוק איסור הנפת דגל של מדינת אויב עלה להצבעה טרומית ועבר ברוב קולות,"Dor
06/02/2022",36,19246
2667,"   היום מייק פלג, אזרח בן 75, ייכנס ליום אחד לכלא בגלל שהלך לים בסגר לאחר שבחר בחלופה זו על פני קנס של 500 ש''ח","תשבץ
06/02/2022",170,29604
2668,"   הצעת חוק עונש מוות למחבלים נפלה - 33 הצביעו בעד, 52 הצביעו נגד","Dor
06/02/2022",198,24439
2669,   ללא שום תואר לראשונה מזה שנים: בהופעה מחפירה מכבי ת''א הובסה בהיכל ע''י בני הרצליה שעלתה לגמר אליפות המדינה בכדורסל,"חדש בערך
06/02/2022",187,20700
2670,   טורקיה מזרימה כוחות לכיוון העיר חלב שבסוריה,"אה1
06/02/2022",40,21382
2671,   שרת האוצר האמריקאית ג'נט ילן מודה שהיא ''טעתה'' לגבי חומרת האינפלציה ושהיא ''לא הבינה לגמרי'' את הסיכונים בעבר,"KobyBD
06/02/2022",18,12749
2672,   השרה להגנת הסביבה תמר זנדברג הודיעה: ייאסר עישון ותיאסר הכנסת כלים חד''פ בגנים הלאומיים,"צנטריפוגה
06/02/2022",148,23236
2673,   בעקבות איומים ברצח: כל חברי הכנסת שישתתפו במצעד הגאווה יאובטחו.,"הדוד מאשדוד
06/02/2022",34,5012
2674,   מקומם: קצין במיל' תלה את דגל אש''ף בפתח ביתו | תיעוד,"הדוד מאשדוד
06/02/2022",96,28464
2675,"   כוחותינו פועלים בכפר יעבד להריסת בית המחבל שביצע את הפיגוע הרצחני בבני ברק,ירי של מחבלים על כוחותינו","שכוייח וכולי
06/02/2022",104,27694
